SKU;SEGUIMENTO;Categoria;TIPO;Fornecedor;Descrição / Aplicação;"Código Do 
Fornecedor";" CMV 
Unitário ";"Altura
(cm)";"Comprimento
(cm)";"Largura
(cm)";Peso
332067;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Montana 2003 A 2010;;  ;;;;
332068;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Meriva 2003 A 2012;; R$ 112,85 ;;;;
332074;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Astra 1995 1996;; R$ -   ;;;;
332075;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Astra 1995 1996;; R$ -   ;;;;
332076;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Astra 1995 1996;; R$ -   ;;;;
332077;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA COM PIVÔ ASTRA 1995 1996;; R$ -   ;;;;
332080;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Vectra Sem Pivô 1997 Á 2011;;  ;;;;
332081;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Vectra 1997 A 2005;;  ;;;;
332082;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Zafira 2001 A 2012;;  ;;;;
332090;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Cobalt 2013 Em Diante Sem Pivô;;  ;;;;
332091;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Cobalt 2013 Em Diante Sem Pivô;;  ;;;;
332092;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Com Pivô Cobalt 2013 Em Diante;; R$ 69,13 ;;;;
332093;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Com Pivô Cobalt 2013 Em Diante;;  ;;;;
332100;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
332101;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
332102;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA SUPERIOR ESQUERDA ÔMEGA/SUPREMA;; R$ -   ;;;;
332103;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA SUPERIOR DIREITA ÔMEGA/SUPREMA NÃO EXPORTAR/SEM ESTOQUE;; R$ -   ;;;;
332108;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA BLAZER, S10 4x2, 4x4 95/12 - Inferior LD;;;;;;
332109;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA BLAZER, S10 4x2, 4x4 95/12 - Inferior LE;;;;;;
332110;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direito S10 4x2 E 4x4 1995 Á 2011;; R$ 21,00 ;;;;
332111;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerdo S10 4x2 E 4x4 1995 Á 2011;;  ;;;;
332112;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Chevy 500  1984 A 1995;; R$ -   ;;;;
332113;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Chevette 1973 A 1993;; R$ -   ;;;;
332114;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Chevette 1973 A 1993 Com Pivô;; R$ -   ;;;;
332115;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Chevette 1973 A 1993 Com Pivô;; R$ -   ;;;;
332116;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Inferior Direita Com Pivô Ipanema 89 À 98;;  ;;;;
332117;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Inferior Esquerda Com Pivô Daewoo 97 À 02;; R$ 21,00 ;;;;
332118;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA COM PIVÔ CRUZE 2017 A 2021;; R$ -   ;;;;
332119;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA COM PIVÔ CRUZE 2017 A 2021;; R$ -   ;;;;
332120;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR CRUZE 16/20 - LADO DIREITO;; R$ -   ;;;;
332121;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Cruze 2011 A 2016;; R$ -   ;;;;
332125;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
332126;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô S10 4x4 1996 A 2000;; R$ 75,82 ;;;;
332136;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Opala 1980 Até 1992 Lado Direito;; R$ -   ;;;;
332137;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Opala 1980 Até 1992 Lado Esquerdo;; R$ -   ;;;;
332138;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITO OPALA 69/79 CARAVAN 75/79 SEM PIVÔ;;;;;;
332139;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA OPALA 69/79 CARAVAN 75/79 SEM PIVÔ;; R$ -   ;;;;
332140;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA COM PIVÔ CARAVAN 1980 A 1992;; R$ -   ;;;;
332141;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDO COM PIVÔ CARAVAN 1980 A 1992;; R$ -   ;;;;
332142;AUTOMOTIVO;;SIMPLES;;;;;;;;
332143;AUTOMOTIVO;;SIMPLES;;;;;;;;
332144;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Ambos Lados Tracker 1.4 Lt Ltz 2017 A 2020;;  ;;;;
332145;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Com Pivô Tracker 1.8 2014 A 2016;;  ;;;;
332146;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Com Pivô Tracker 1.4 Turbo 2017 A 2020;;  ;;;;
332147;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direita Opala 1969 A 1992;; R$ 23,50 ;;;;
332148;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerda Caravan 1975 A 1992;; R$ 23,50 ;;;;
332149;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direita Sem Pivô Silverado 1997 A 2002;; R$ -   ;;;;
332150;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerda Sem Pivô D10 1993 A 1996;; R$ -   ;;;;
332151;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA S10 2012 A 2016 COM PIVÔ;; R$ -   ;;;;
332152;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA ESQUERDA S10 2012 A 2016 COM PIVÔ;; R$ -   ;;;;
332153;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA SUPERIOR DIREITA SEM PIVÔ TRAILBLAZER 2012 A 2020;; R$ -   ;;;;
332154;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA SUPERIOR ESQUERDA SEM PIVÔ TRAILBLAZER 2012 A 2020;; R$ -   ;;;;
332155;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direita Com Pivô Silverado 1997 A 2002;; R$ -   ;;;;
332156;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA SUPERIOR ESQUERDA COM PIVÔ A10 1993 A 1996;; R$ -   ;;;;
332157;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô D20 1985 A 1992;; R$ -   ;;;;
332158;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô D20 1985 A 1992;; R$ -   ;;;;
332636;AUTOMOTIVO;;SIMPLES;;;;;;;;
442025;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Ambos Lados Sem Pivô Variant 1970 A 1977;;  ;;;;
442050;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Ambos Lados Parati 1993 A 2008;;  ;;;;
442055;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Ambos Lados Gol 1993 A 2014 Exceto G5;; R$ -   ;;;;
442056;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Royale 1991 A 1996;; R$ 32,64 ;;;;
442057;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Sem Pivô Audi 80 Ano 1981 A 1991;; R$ 32,64 ;;;;
442058;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Santana 1988 A 2006;; R$ -   ;;;;
442059;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Santana 1988 A 2006;; R$ -   ;;;;
442060;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Ambos Os Lados Sem Pivô Santana 1988 A 2002;; R$ -   ;;;;
442061;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Sem Pivô Audi A3 1996 A 2006;; R$ 40,73 ;;;;
442066;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inca 1999 Á 2001;; R$ 40,73 ;;;;
442067;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Ibiza 1995 Á 2003  Lado Esquerdo Com Pivô;;  ;;;;
442068;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Com Pivô Polo Classic 1996 A 2001;;  ;;;;
442070;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Ranger 2012 A 2019;;  ;;;;
442071;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô Ranger 2012 A 2019;;  ;;;;
442080;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Belina Scala 1984 A 1991;; R$ 46,86 ;;;;
442081;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direito Sem Pivô Pampa 1984 À 1997;; R$ 46,86 ;;;;
442082;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerdo Sem Pivô  Del Rey 1984 À 1991;;  ;;;;
442083;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Ambos Lados Escort 1993 A 1996 Sem Pivô;;  ;;;;
442084;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Verona 1993 A 1996;; R$ 21,00 ;;;;
442085;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Logus 1993 A 1996;;  ;;;;
442086;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Suporte Da Bandeja Suspensão Direita Ka 1997 Á 2007;; R$ -   ;;;;
442090;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Sem Pivô Lado Esquerdo Saveiro G6 2012 Em Diante;; R$ 39,90 ;;;;
442091;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Sem Pivô Lado Direito Gol G6 2012 Em Diante;; R$ 34,90 ;;;;
442092;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Ld Voyage G5 2008 Em Diante Com Direção Hidraulica;; R$ 50,40 ;;;;
442093;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Le Voyage G5 2008 Em Diante Com Direção Hidraulica;; R$ 21,00 ;;;;
442095;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Ambos Os Lados Crossfox  2005 Á 2013;; R$ 21,00 ;;;;
442096;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Polo Gti 2006 A 2017;;  ;;;;
442097;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Fox 2003 A 2014;;  ;;;;
442100;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA SEM PIVÔ AUDI A3 2013 A 2018;; R$ -   ;;;;
442101;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA SEM PIVÔ AUDI A3 2013 A 2018;; R$ -   ;;;;
442104;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Sem Pivô Passat 2012 A 2015;;  ;;;;
442105;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Sem Pivô Volkswagen Cc 2010 A 2017;;  ;;;;
442106;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Com Pivô Passat 2012 A 2015;; R$ 146,28 ;;;;
442107;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Tiguan 2010 A 2017;; R$ -   ;;;;
442108;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA VW JETTA LADO DIREITO COM pivô;;;;;;
442109;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA VW JETTA ESQUERDA COM pivô;;;;;;
442110;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA SEM pivô NEW BEETLE 1999 A 2002;; R$ -   ;;;;
442111;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA ESQUERDA SEM pivô NEW BEETLE 1999 A 2002;; R$ -   ;;;;
442112;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Up Dianteira direita 2014 Em Diante Sem Pivô;; R$ -   ;;;;
442113;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Up Dianteira Esquerda 2014 Em Diante Sem Pivô;;  ;;;;
442114;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA SEM PIVÔ UP 2014 A 2020;; R$ -   ;;;;
442118;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Amarok 2010 A 2020 2.0;;  ;;;;
442119;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Amarok 2010 A 2020 2.0;;  ;;;;
442120;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direito Amarok 2010 Á 2020;;  ;;;;
442121;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerda Amarok 2010 Á 2020;;  ;;;;
442122;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Jetta 2.0 2.5 2005 A 2010 Sem Pivô;;  ;;;;
442123;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Jetta 2.0 2.5 2005 A 2010 Sem Pivô;;  ;;;;
442125;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Jetta 2.0 2.5 2005 A 2010 Com Pivô;; R$ -   ;;;;
442126;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Golf Geração 7 2014 A 2018;; R$ -   ;;;;
442127;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Com Pivô Audi A3 2013 A 2018;; R$ -   ;;;;
442128;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Up Dianteira direita 2014 Em Diante Com Pivô;; R$ -   ;;;;
442129;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Up Dianteira Esquerda 2014 Em Diante Com Pivô;; R$ -   ;;;;
442144;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô Polo 2017 Em Diante;; R$ 22,00 ;;;;
442145;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Polo 2017 Em Diante;;  ;;;;
442146;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;Suporte Bandeja Balança Direita Fox 2004 A 2014;; R$ -   ;;;;
442147;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Suporte Bandeja Balança Esquerda Spacefox 2011 A 2014;; R$ -   ;;;;
550111;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Tubo Flexível Kombi Todos Até 1996;; R$ 6,93 ;;;;
550230;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA REFORÇADA DIANTEIRA AMBOS LADOS EXPLORER 1992 A 1994;; R$ -   ;;;;
550291;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Tubo Flexível Kombi T2 Motor A Água 2006 Em Diante;; R$ 7,91 ;;;;
551311;AUTOMOTIVO;Cabo de Freio;SIMPLES;MundiFlex;Cabo De Freio Parati 1993 A 1995 1.6 Álc Gas;; R$ -   ;;;;
552001;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Lado Esquerdo Peugeot 206 Todos 1999 A 2010 C Pivô;; R$ 65,00 ;;;;
552002;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Ld Peugeot 207 Exceto Escapade 2008 Em Diante C Pivô;; R$ 65,00 ;;;;
552004;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior 106 Lado Direito Sem pivô 1992 Á 2001;; R$ -   ;;;;
552005;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior 106 Lado Esquerdo Sem pivô 1992 Á 2001;; R$ -   ;;;;
552006;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja - AX 96/ - inferior - Direita;; R$ -   ;;;;
552007;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja - AX 96/ - inferior - Esquerda;; R$ -   ;;;;
552010;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Sem Pivô Citroen C3 2003 A 2012;; R$ 57,58 ;;;;
552011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Sem Pivô Citroen C3 2003 A 2012;; R$ 57,58 ;;;;
552012;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior C3 Lado Direito Com Pivô;;  ;;;;
552013;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior C3 Lado Esquerdo Com Pivô;;  ;;;;
552014;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja C4 Picasso 2009 Á 2014 Lado Direito;; R$ 71,25 ;;;;
552015;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja 307 Esquerdo 2002 Á 2012;; R$ 66,12 ;;;;
552017;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô Berlingo 1998 A 2007;;  ;;;;
552018;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô 306 1994 A 2001;;  ;;;;
552019;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Partner 1999 A 2008;; R$ 56,82 ;;;;
552030;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Xsara Picasso 2001 A 2011;; R$ 62,63 ;;;;
552031;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Berlingo 1999 Em Diante;; R$ 62,63 ;;;;
552032;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Citroen C3 2013 A 2022;; R$ -   ;;;;
552033;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Peugeot 208 2013 A 2022;;  ;;;;
552034;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA CITROEN C5 2001 A 2007 2.0 3.0;; R$ -   ;;;;
552035;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Citroen C5 2001 A 2007 2.0 3.0;; R$ -   ;;;;
559130;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA REFORÇADA DIANTEIRA DIREITA L200 TRITON 2007 A 2013;; R$ -   ;;;;
559140;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA REFORÇADA DIANTEIRA ESQUERDA L200 TRITON 2007 A 2013;; R$ -   ;;;;
660211;AUTOMOTIVO;Cabo de Capô;SIMPLES;MundiFlex;Cabo De Capô Com Alavanca 1624mm Uno Mille 1991 Em Diante;; R$ 10,77 ;;;;
662010;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Kwid 2017 Em Diante;;  ;;;;
662011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô Kwid 2017 Em Diante;;  ;;;;
662012;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Kwid 2017 Em Diante;; R$ 56,67 ;;;;
662013;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Kwid 2017 Em Diante;; R$ 56,67 ;;;;
662020;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA CLIO II 1.0, 1.6 98/05, KANGOO, SYMBOL 1.6 8/16V 09/ - inferior;;;;;;
662021;AUTOMOTIVO;;SIMPLES;;;;;;;;
662022;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja LD CLIO II 1.0, 1.6 98/05, KANGOO, SYMBOL 1.6 8/16V 09/ - COM pivô  ;;;;;;
662023;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja LE CLIO II 1.0, 1.6 98/05, KANGOO, SYMBOL 1.6 8/16V 09/ - COM pivô  ;;;;;;
662024;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Clio Inferior Direito 2005 Á 2016 Sem Pivô;;  ;;;;
662025;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Clio Inferior Esquerdo 2005 Á 2016 Sem Pivô;;  ;;;;
662028;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Sem Pivô Megane Grand Tour 2006 A 2012;; R$ 60,88 ;;;;
662029;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Sem Pivô New Megane 2007 Em Diante;; R$ 60,88 ;;;;
662030;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Com Pivô New Megane 2007 Em Diante;; R$ 84,88 ;;;;
662031;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Com Pivô Megane Grand Tour 2006 A 2012;; R$ 84,88 ;;;;
662040;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fluence Lado Direito 2011 Á 2018;;  ;;;;
662041;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fluence Lado Esquerdo 2011 Á 2018;; R$ 21,00 ;;;;
662046;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Sandero 2014 A 2019;;  ;;;;
662047;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Sandero 2014 A 2019;; R$ 58,38 ;;;;
662048;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Sem Pivô Logan 2014 A 2019;;  ;;;;
662049;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Sem Pivô Logan 2014 A 2019;;  ;;;;
662050;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Sem Pivô Sandero 2008 A 2014;; R$ 22,00 ;;;;
662051;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Sem Pivô Sandero 2008 A 2014;;  ;;;;
662052;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Com Pivô Direita Sandero 2006 Em Diante;; R$ 52,88 ;;;;
662053;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Com Pivô Esquerda Logan 2004 Em Diante;; R$ 50,88 ;;;;
662060;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Oroch Lado Passageiro 2015 Á 2020 Sem Pivô;; R$ 22,00 ;;;;
662061;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Duster Lado Motorista 2011 Á 2014 Sem Pivô;; R$ 22,00 ;;;;
662068;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Lado Esquerdo Com Pivô Fluence 2011 À 2018;;  ;;;;
662069;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Lado Direito Com Pivô Fluence 2011 À 2018;;  ;;;;
662070;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Oroch 2012 A 2016;; R$ 56,95 ;;;;
662071;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Oroch 2012 A 2016;; R$ 56,95 ;;;;
662090;AUTOMOTIVO;;SIMPLES;;;;;;;;
771202;AUTOMOTIVO;Cabo de Capô;SIMPLES;MundiFlex;Cabo Capô Sem Alavanca L200 Glx Outdoor Savana 2015 Diante;; R$ -   ;;;;
772001;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fit Inferior Direito 2003 Á 2008 Sem Pivô;;  ;;;;
772002;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fit Inferior Esquerdo 2003 Á 2008 Sem Pivô;;  ;;;;
772003;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Fit 2003 A 2018;;  ;;;;
772004;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Fit 2003 A 2018;;  ;;;;
772005;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Sem Pivô Honda Fit 2°geração 2008;;  ;;;;
772006;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Sem Pivô Honda Fit 2009 A 2013;;  ;;;;
772007;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Honda Fit 2008 2°geração;; R$ 72,65 ;;;;
772008;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Honda City 2009 A 2013;; R$ 72,65 ;;;;
772011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA CITY 2014 A 2021 COM PIVÔ;; R$ -   ;;;;
